icd9,icd10,description
8313,0L8L0ZZ,Other tenotomy
8313,0L8L3ZZ,Other tenotomy
8313,0L8L4ZZ,Other tenotomy
8313,0L8M0ZZ,Other tenotomy
8313,0L8M3ZZ,Other tenotomy
8313,0L8M4ZZ,Other tenotomy
8313,0L8Q0ZZ,Other tenotomy
8313,0L8Q3ZZ,Other tenotomy
8313,0L8Q4ZZ,Other tenotomy
8313,0L8R0ZZ,Other tenotomy
8313,0L8R3ZZ,Other tenotomy
8313,0L8R4ZZ,Other tenotomy
8313,0L8S0ZZ,Other tenotomy
8313,0L8S3ZZ,Other tenotomy
8313,0L8S4ZZ,Other tenotomy
8313,0L8T0ZZ,Other tenotomy
8313,0L8T3ZZ,Other tenotomy
8313,0L8T4ZZ,Other tenotomy
8313,0L8V0ZZ,Other tenotomy
8313,0L8V3ZZ,Other tenotomy
8313,0L8V4ZZ,Other tenotomy
8313,0L8W0ZZ,Other tenotomy
8313,0L8W3ZZ,Other tenotomy
8313,0L8W4ZZ,Other tenotomy
8313,0LHX0YZ,Other tenotomy
8313,0LHX3YZ,Other tenotomy
8313,0LHX4YZ,Other tenotomy
8313,0LHY0YZ,Other tenotomy
8313,0LHY3YZ,Other tenotomy
8313,0LHY4YZ,Other tenotomy
8313,0LPX0YZ,Other tenotomy
8313,0LPX3YZ,Other tenotomy
8313,0LPX4YZ,Other tenotomy
8313,0LPY0YZ,Other tenotomy
8313,0LPY3YZ,Other tenotomy
8313,0LPY4YZ,Other tenotomy
8313,0LWX0YZ,Other tenotomy
8313,0LWX3YZ,Other tenotomy
8313,0LWX4YZ,Other tenotomy
8313,0LWY0YZ,Other tenotomy
8313,0LWY3YZ,Other tenotomy
8313,0LWY4YZ,Other tenotomy
8314,0J800ZZ,Fasciotomy
8314,0J803ZZ,Fasciotomy
8314,0J840ZZ,Fasciotomy
8314,0J843ZZ,Fasciotomy
8314,0J850ZZ,Fasciotomy
8314,0J853ZZ,Fasciotomy
8314,0J860ZZ,Fasciotomy
8314,0J863ZZ,Fasciotomy
8314,0J870ZZ,Fasciotomy
8314,0J873ZZ,Fasciotomy
8314,0J880ZZ,Fasciotomy
8314,0J883ZZ,Fasciotomy
8314,0J890ZZ,Fasciotomy
8314,0J893ZZ,Fasciotomy
8314,0J8B0ZZ,Fasciotomy
8314,0J8B3ZZ,Fasciotomy
8314,0J8C0ZZ,Fasciotomy
8314,0J8C3ZZ,Fasciotomy
8314,0J8D0ZZ,Fasciotomy
8314,0J8D3ZZ,Fasciotomy
8314,0J8F0ZZ,Fasciotomy
8314,0J8F3ZZ,Fasciotomy
8314,0J8G0ZZ,Fasciotomy
8314,0J8G3ZZ,Fasciotomy
8314,0J8H0ZZ,Fasciotomy
8314,0J8H3ZZ,Fasciotomy
8314,0J8L0ZZ,Fasciotomy
8314,0J8L3ZZ,Fasciotomy
8314,0J8M0ZZ,Fasciotomy
8314,0J8M3ZZ,Fasciotomy
8314,0J8N0ZZ,Fasciotomy
8314,0J8N3ZZ,Fasciotomy
8314,0J8P0ZZ,Fasciotomy
8314,0J8P3ZZ,Fasciotomy
8314,0J8Q0ZZ,Fasciotomy
8314,0J8Q3ZZ,Fasciotomy
8314,0J8R0ZZ,Fasciotomy
8314,0J8R3ZZ,Fasciotomy
8314,0J8S0ZZ,Fasciotomy
8314,0J8S3ZZ,Fasciotomy
8314,0J8T0ZZ,Fasciotomy
8314,0J8T3ZZ,Fasciotomy
8314,0J8V0ZZ,Fasciotomy
8314,0J8V3ZZ,Fasciotomy
8314,0J8W0ZZ,Fasciotomy
8314,0J8W3ZZ,Fasciotomy
8314,0JD00ZZ,Fasciotomy
8314,0JD03ZZ,Fasciotomy
8314,0JD10ZZ,Fasciotomy
8314,0JD13ZZ,Fasciotomy
8314,0JD40ZZ,Fasciotomy
8314,0JD43ZZ,Fasciotomy
8314,0JD50ZZ,Fasciotomy
8314,0JD53ZZ,Fasciotomy
8314,0JD60ZZ,Fasciotomy
8314,0JD63ZZ,Fasciotomy
8314,0JD70ZZ,Fasciotomy
8314,0JD73ZZ,Fasciotomy
8314,0JD80ZZ,Fasciotomy
8314,0JD83ZZ,Fasciotomy
8314,0JD90ZZ,Fasciotomy
8314,0JD93ZZ,Fasciotomy
8314,0JDB0ZZ,Fasciotomy
8314,0JDB3ZZ,Fasciotomy
8314,0JDC0ZZ,Fasciotomy
8314,0JDC3ZZ,Fasciotomy
8314,0JDD0ZZ,Fasciotomy
8314,0JDD3ZZ,Fasciotomy
8314,0JDF0ZZ,Fasciotomy
8314,0JDF3ZZ,Fasciotomy
8314,0JDG0ZZ,Fasciotomy
8314,0JDG3ZZ,Fasciotomy
8314,0JDH0ZZ,Fasciotomy
8314,0JDH3ZZ,Fasciotomy
8314,0JDL0ZZ,Fasciotomy
8314,0JDL3ZZ,Fasciotomy
8314,0JDM0ZZ,Fasciotomy
8314,0JDM3ZZ,Fasciotomy
8314,0JDN0ZZ,Fasciotomy
8314,0JDN3ZZ,Fasciotomy
8314,0JDP0ZZ,Fasciotomy
8314,0JDP3ZZ,Fasciotomy
8314,0JDQ0ZZ,Fasciotomy
8314,0JDQ3ZZ,Fasciotomy
8314,0JDR0ZZ,Fasciotomy
8314,0JDR3ZZ,Fasciotomy
8319,0K800ZZ,Other division of soft tissue
8319,0K803ZZ,Other division of soft tissue
8319,0K804ZZ,Other division of soft tissue
8319,0K810ZZ,Other division of soft tissue
8319,0K813ZZ,Other division of soft tissue
8319,0K814ZZ,Other division of soft tissue
8319,0K820ZZ,Other division of soft tissue
8319,0K823ZZ,Other division of soft tissue
8319,0K824ZZ,Other division of soft tissue
8319,0K830ZZ,Other division of soft tissue
8319,0K833ZZ,Other division of soft tissue
8319,0K834ZZ,Other division of soft tissue
8319,0K850ZZ,Other division of soft tissue
8319,0K853ZZ,Other division of soft tissue
8319,0K854ZZ,Other division of soft tissue
8319,0K860ZZ,Other division of soft tissue
8319,0K863ZZ,Other division of soft tissue
8319,0K864ZZ,Other division of soft tissue
8319,0K870ZZ,Other division of soft tissue
8319,0K873ZZ,Other division of soft tissue
8319,0K874ZZ,Other division of soft tissue
8319,0K880ZZ,Other division of soft tissue
8319,0K883ZZ,Other division of soft tissue
8319,0K884ZZ,Other division of soft tissue
8319,0K890ZZ,Other division of soft tissue
8319,0K893ZZ,Other division of soft tissue
8319,0K894ZZ,Other division of soft tissue
8319,0K8B0ZZ,Other division of soft tissue
8319,0K8B3ZZ,Other division of soft tissue
8319,0K8B4ZZ,Other division of soft tissue
8319,0K8F0ZZ,Other division of soft tissue
8319,0K8F3ZZ,Other division of soft tissue
8319,0K8F4ZZ,Other division of soft tissue
8319,0K8G0ZZ,Other division of soft tissue
8319,0K8G3ZZ,Other division of soft tissue
8319,0K8G4ZZ,Other division of soft tissue
8319,0K8H0ZZ,Other division of soft tissue
8319,0K8H3ZZ,Other division of soft tissue
8319,0K8H4ZZ,Other division of soft tissue
8319,0K8J0ZZ,Other division of soft tissue
8319,0K8J3ZZ,Other division of soft tissue
8319,0K8J4ZZ,Other division of soft tissue
8319,0K8K0ZZ,Other division of soft tissue
8319,0K8K3ZZ,Other division of soft tissue
8319,0K8K4ZZ,Other division of soft tissue
8319,0K8L0ZZ,Other division of soft tissue
8319,0K8L3ZZ,Other division of soft tissue
8319,0K8L4ZZ,Other division of soft tissue
8319,0K8M0ZZ,Other division of soft tissue
8319,0K8M3ZZ,Other division of soft tissue
8319,0K8M4ZZ,Other division of soft tissue
8319,0K8N0ZZ,Other division of soft tissue
8319,0K8N3ZZ,Other division of soft tissue
8319,0K8N4ZZ,Other division of soft tissue
8319,0K8P0ZZ,Other division of soft tissue
8319,0K8P3ZZ,Other division of soft tissue
8319,0K8P4ZZ,Other division of soft tissue
8319,0K8Q0ZZ,Other division of soft tissue
8319,0K8Q3ZZ,Other division of soft tissue
8319,0K8Q4ZZ,Other division of soft tissue
8319,0K8R0ZZ,Other division of soft tissue
8319,0K8R3ZZ,Other division of soft tissue
8319,0K8R4ZZ,Other division of soft tissue
8319,0K8S0ZZ,Other division of soft tissue
8319,0K8S3ZZ,Other division of soft tissue
8319,0K8S4ZZ,Other division of soft tissue
8319,0K8T0ZZ,Other division of soft tissue
8319,0K8T3ZZ,Other division of soft tissue
8319,0K8T4ZZ,Other division of soft tissue
8319,0K8V0ZZ,Other division of soft tissue
8319,0K8V3ZZ,Other division of soft tissue
8319,0K8V4ZZ,Other division of soft tissue
8319,0K8W0ZZ,Other division of soft tissue
8319,0K8W3ZZ,Other division of soft tissue
8319,0K8W4ZZ,Other division of soft tissue
8319,0KN00ZZ,Other division of soft tissue
8319,0KN03ZZ,Other division of soft tissue
8319,0KN04ZZ,Other division of soft tissue
8319,0KN10ZZ,Other division of soft tissue
8319,0KN13ZZ,Other division of soft tissue
8319,0KN14ZZ,Other division of soft tissue
8319,0KN20ZZ,Other division of soft tissue
8319,0KN23ZZ,Other division of soft tissue
8319,0KN24ZZ,Other division of soft tissue
8319,0KN30ZZ,Other division of soft tissue
8319,0KN33ZZ,Other division of soft tissue
8319,0KN34ZZ,Other division of soft tissue
8319,0KN50ZZ,Other division of soft tissue
8319,0KN53ZZ,Other division of soft tissue
8319,0KN54ZZ,Other division of soft tissue
8319,0KN60ZZ,Other division of soft tissue
8319,0KN63ZZ,Other division of soft tissue
8319,0KN64ZZ,Other division of soft tissue
8319,0KN70ZZ,Other division of soft tissue
8319,0KN73ZZ,Other division of soft tissue
8319,0KN74ZZ,Other division of soft tissue
8319,0KN80ZZ,Other division of soft tissue
8319,0KN83ZZ,Other division of soft tissue
8319,0KN84ZZ,Other division of soft tissue
8319,0KN90ZZ,Other division of soft tissue
8319,0KN93ZZ,Other division of soft tissue
8319,0KN94ZZ,Other division of soft tissue
8319,0KNB0ZZ,Other division of soft tissue
8319,0KNB3ZZ,Other division of soft tissue
8319,0KNB4ZZ,Other division of soft tissue
8319,0KNF0ZZ,Other division of soft tissue
8319,0KNF3ZZ,Other division of soft tissue
8319,0KNF4ZZ,Other division of soft tissue
8319,0KNG0ZZ,Other division of soft tissue
8319,0KNG3ZZ,Other division of soft tissue
8319,0KNG4ZZ,Other division of soft tissue
8319,0KNH0ZZ,Other division of soft tissue
8319,0KNH3ZZ,Other division of soft tissue
8319,0KNH4ZZ,Other division of soft tissue
8319,0KNJ0ZZ,Other division of soft tissue
8319,0KNJ3ZZ,Other division of soft tissue
8319,0KNJ4ZZ,Other division of soft tissue
8319,0KNK0ZZ,Other division of soft tissue
8319,0KNK3ZZ,Other division of soft tissue
8319,0KNK4ZZ,Other division of soft tissue
8319,0KNL0ZZ,Other division of soft tissue
8319,0KNL3ZZ,Other division of soft tissue
8319,0KNL4ZZ,Other division of soft tissue
8319,0KNM0ZZ,Other division of soft tissue
8319,0KNM3ZZ,Other division of soft tissue
8319,0KNM4ZZ,Other division of soft tissue
8319,0KNN0ZZ,Other division of soft tissue
8319,0KNN3ZZ,Other division of soft tissue
8319,0KNN4ZZ,Other division of soft tissue
8319,0KNP0ZZ,Other division of soft tissue
8319,0KNP3ZZ,Other division of soft tissue
8319,0KNP4ZZ,Other division of soft tissue
8319,0KNQ0ZZ,Other division of soft tissue
8319,0KNQ3ZZ,Other division of soft tissue
8319,0KNQ4ZZ,Other division of soft tissue
8319,0KNR0ZZ,Other division of soft tissue
8319,0KNR3ZZ,Other division of soft tissue
8319,0KNR4ZZ,Other division of soft tissue
8319,0KNS0ZZ,Other division of soft tissue
8319,0KNS3ZZ,Other division of soft tissue
8319,0KNS4ZZ,Other division of soft tissue
8319,0KNT0ZZ,Other division of soft tissue
8319,0KNT3ZZ,Other division of soft tissue
8319,0KNT4ZZ,Other division of soft tissue
8319,0KNV0ZZ,Other division of soft tissue
8319,0KNV3ZZ,Other division of soft tissue
8319,0KNV4ZZ,Other division of soft tissue
8319,0KNW0ZZ,Other division of soft tissue
8319,0KNW3ZZ,Other division of soft tissue
8319,0KNW4ZZ,Other division of soft tissue
8321,0K900ZX,Open biopsy of soft tissue
8321,0K910ZX,Open biopsy of soft tissue
8321,0K920ZX,Open biopsy of soft tissue
8321,0K930ZX,Open biopsy of soft tissue
8321,0K940ZX,Open biopsy of soft tissue
8321,0K950ZX,Open biopsy of soft tissue
8321,0K960ZX,Open biopsy of soft tissue
8321,0K970ZX,Open biopsy of soft tissue
8321,0K980ZX,Open biopsy of soft tissue
8321,0K990ZX,Open biopsy of soft tissue
8321,0K9B0ZX,Open biopsy of soft tissue
8321,0K9C0ZX,Open biopsy of soft tissue
8321,0K9D0ZX,Open biopsy of soft tissue
8321,0K9F0ZX,Open biopsy of soft tissue
8321,0K9G0ZX,Open biopsy of soft tissue
8321,0K9H0ZX,Open biopsy of soft tissue
8321,0K9J0ZX,Open biopsy of soft tissue
8321,0K9K0ZX,Open biopsy of soft tissue
8321,0K9L0ZX,Open biopsy of soft tissue
8321,0K9M0ZX,Open biopsy of soft tissue
8321,0K9N0ZX,Open biopsy of soft tissue
8321,0K9P0ZX,Open biopsy of soft tissue
8321,0K9Q0ZX,Open biopsy of soft tissue
8321,0K9R0ZX,Open biopsy of soft tissue
8321,0K9S0ZX,Open biopsy of soft tissue
8321,0K9T0ZX,Open biopsy of soft tissue
8321,0K9V0ZX,Open biopsy of soft tissue
8321,0K9W0ZX,Open biopsy of soft tissue
8321,0KB00ZX,Open biopsy of soft tissue
8321,0KB10ZX,Open biopsy of soft tissue
8321,0KB20ZX,Open biopsy of soft tissue
8321,0KB30ZX,Open biopsy of soft tissue
8321,0KB40ZX,Open biopsy of soft tissue
8321,0KB50ZX,Open biopsy of soft tissue
8321,0KB60ZX,Open biopsy of soft tissue
8321,0KB70ZX,Open biopsy of soft tissue
8321,0KB80ZX,Open biopsy of soft tissue
8321,0KB90ZX,Open biopsy of soft tissue
8321,0KBB0ZX,Open biopsy of soft tissue
8321,0KBC0ZX,Open biopsy of soft tissue
8321,0KBD0ZX,Open biopsy of soft tissue
8321,0KBF0ZX,Open biopsy of soft tissue
8321,0KBG0ZX,Open biopsy of soft tissue
8321,0KBH0ZX,Open biopsy of soft tissue
8321,0KBJ0ZX,Open biopsy of soft tissue
8321,0KBK0ZX,Open biopsy of soft tissue
8321,0KBL0ZX,Open biopsy of soft tissue
8321,0KBM0ZX,Open biopsy of soft tissue
8321,0KBN0ZX,Open biopsy of soft tissue
8321,0KBP0ZX,Open biopsy of soft tissue
8321,0KBQ0ZX,Open biopsy of soft tissue
8321,0KBR0ZX,Open biopsy of soft tissue
8321,0KBS0ZX,Open biopsy of soft tissue
8321,0KBT0ZX,Open biopsy of soft tissue
8321,0KBV0ZX,Open biopsy of soft tissue
8321,0KBW0ZX,Open biopsy of soft tissue
8321,0L900ZX,Open biopsy of soft tissue
8321,0L910ZX,Open biopsy of soft tissue
8321,0L920ZX,Open biopsy of soft tissue
8321,0L930ZX,Open biopsy of soft tissue
8321,0L940ZX,Open biopsy of soft tissue
8321,0L950ZX,Open biopsy of soft tissue
8321,0L960ZX,Open biopsy of soft tissue
8321,0L970ZX,Open biopsy of soft tissue
8321,0L980ZX,Open biopsy of soft tissue
8321,0L990ZX,Open biopsy of soft tissue
8321,0L9B0ZX,Open biopsy of soft tissue
8321,0L9C0ZX,Open biopsy of soft tissue
8321,0L9D0ZX,Open biopsy of soft tissue
8321,0L9F0ZX,Open biopsy of soft tissue
8321,0L9G0ZX,Open biopsy of soft tissue
8321,0L9H0ZX,Open biopsy of soft tissue
8321,0L9J0ZX,Open biopsy of soft tissue
8321,0L9K0ZX,Open biopsy of soft tissue
8321,0L9L0ZX,Open biopsy of soft tissue
8321,0L9M0ZX,Open biopsy of soft tissue
8321,0L9N0ZX,Open biopsy of soft tissue
8321,0L9P0ZX,Open biopsy of soft tissue
8321,0L9Q0ZX,Open biopsy of soft tissue
8321,0L9R0ZX,Open biopsy of soft tissue
8321,0L9S0ZX,Open biopsy of soft tissue
8321,0L9T0ZX,Open biopsy of soft tissue
8321,0L9V0ZX,Open biopsy of soft tissue
8321,0L9W0ZX,Open biopsy of soft tissue
8321,0LB00ZX,Open biopsy of soft tissue
8321,0LB10ZX,Open biopsy of soft tissue
8321,0LB20ZX,Open biopsy of soft tissue
8321,0LB30ZX,Open biopsy of soft tissue
8321,0LB40ZX,Open biopsy of soft tissue
8321,0LB50ZX,Open biopsy of soft tissue
8321,0LB60ZX,Open biopsy of soft tissue
8321,0LB70ZX,Open biopsy of soft tissue
8321,0LB80ZX,Open biopsy of soft tissue
8321,0LB90ZX,Open biopsy of soft tissue
8321,0LBB0ZX,Open biopsy of soft tissue
8321,0LBC0ZX,Open biopsy of soft tissue
8321,0LBD0ZX,Open biopsy of soft tissue
8321,0LBF0ZX,Open biopsy of soft tissue
8321,0LBG0ZX,Open biopsy of soft tissue
8321,0LBH0ZX,Open biopsy of soft tissue
8321,0LBJ0ZX,Open biopsy of soft tissue
8321,0LBK0ZX,Open biopsy of soft tissue
8321,0LBL0ZX,Open biopsy of soft tissue
8321,0LBM0ZX,Open biopsy of soft tissue
8321,0LBN0ZX,Open biopsy of soft tissue
8321,0LBP0ZX,Open biopsy of soft tissue
8321,0LBQ0ZX,Open biopsy of soft tissue
8321,0LBR0ZX,Open biopsy of soft tissue
8321,0LBS0ZX,Open biopsy of soft tissue
8321,0LBT0ZX,Open biopsy of soft tissue
8321,0LBV0ZX,Open biopsy of soft tissue
8321,0LBW0ZX,Open biopsy of soft tissue
8321,0M900ZX,Open biopsy of soft tissue
8321,0M910ZX,Open biopsy of soft tissue
8321,0M920ZX,Open biopsy of soft tissue
8321,0M930ZX,Open biopsy of soft tissue
8321,0M940ZX,Open biopsy of soft tissue
8321,0M950ZX,Open biopsy of soft tissue
8321,0M960ZX,Open biopsy of soft tissue
8321,0M970ZX,Open biopsy of soft tissue
8321,0M980ZX,Open biopsy of soft tissue
8321,0M990ZX,Open biopsy of soft tissue
8321,0M9B0ZX,Open biopsy of soft tissue
8321,0M9C0ZX,Open biopsy of soft tissue
8321,0M9D0ZX,Open biopsy of soft tissue
8321,0M9F0ZX,Open biopsy of soft tissue
8321,0M9G0ZX,Open biopsy of soft tissue
8321,0M9H0ZX,Open biopsy of soft tissue
8321,0M9J0ZX,Open biopsy of soft tissue
8321,0M9K0ZX,Open biopsy of soft tissue
8321,0M9L0ZX,Open biopsy of soft tissue
8321,0M9M0ZX,Open biopsy of soft tissue
8321,0M9N0ZX,Open biopsy of soft tissue
8321,0M9P0ZX,Open biopsy of soft tissue
8321,0M9Q0ZX,Open biopsy of soft tissue
8321,0M9R0ZX,Open biopsy of soft tissue
8321,0M9S0ZX,Open biopsy of soft tissue
8321,0M9T0ZX,Open biopsy of soft tissue
8321,0M9V0ZX,Open biopsy of soft tissue
8321,0M9W0ZX,Open biopsy of soft tissue
8321,0MB00ZX,Open biopsy of soft tissue
8321,0MB10ZX,Open biopsy of soft tissue
8321,0MB20ZX,Open biopsy of soft tissue
8321,0MB30ZX,Open biopsy of soft tissue
8321,0MB40ZX,Open biopsy of soft tissue
8321,0MB50ZX,Open biopsy of soft tissue
8321,0MB60ZX,Open biopsy of soft tissue
8321,0MB70ZX,Open biopsy of soft tissue
8321,0MB80ZX,Open biopsy of soft tissue
8321,0MB90ZX,Open biopsy of soft tissue
8321,0MBB0ZX,Open biopsy of soft tissue
8321,0MBC0ZX,Open biopsy of soft tissue
8321,0MBD0ZX,Open biopsy of soft tissue
8321,0MBF0ZX,Open biopsy of soft tissue
8321,0MBG0ZX,Open biopsy of soft tissue
8321,0MBH0ZX,Open biopsy of soft tissue
8321,0MBJ0ZX,Open biopsy of soft tissue
8321,0MBK0ZX,Open biopsy of soft tissue
8321,0MBL0ZX,Open biopsy of soft tissue
8321,0MBM0ZX,Open biopsy of soft tissue
8321,0MBN0ZX,Open biopsy of soft tissue
8321,0MBP0ZX,Open biopsy of soft tissue
8321,0MBQ0ZX,Open biopsy of soft tissue
8321,0MBR0ZX,Open biopsy of soft tissue
8321,0MBS0ZX,Open biopsy of soft tissue
8321,0MBT0ZX,Open biopsy of soft tissue
8321,0MBV0ZX,Open biopsy of soft tissue
8321,0MBW0ZX,Open biopsy of soft tissue
8329,0KJX0ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8329,0KJX4ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8329,0KJY0ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8329,0KJY4ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8329,0LJX0ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8329,0LJX4ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8329,0LJY0ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8329,0LJY4ZZ,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8331,0LB00ZZ,Excision of lesion of tendon sheath
8331,0LB03ZZ,Excision of lesion of tendon sheath
8331,0LB04ZZ,Excision of lesion of tendon sheath
8331,0LB10ZZ,Excision of lesion of tendon sheath
8331,0LB13ZZ,Excision of lesion of tendon sheath
8331,0LB14ZZ,Excision of lesion of tendon sheath
8331,0LB20ZZ,Excision of lesion of tendon sheath
8331,0LB23ZZ,Excision of lesion of tendon sheath
8331,0LB24ZZ,Excision of lesion of tendon sheath
8331,0LB30ZZ,Excision of lesion of tendon sheath
8331,0LB33ZZ,Excision of lesion of tendon sheath
8331,0LB34ZZ,Excision of lesion of tendon sheath
8331,0LB40ZZ,Excision of lesion of tendon sheath
8331,0LB43ZZ,Excision of lesion of tendon sheath
8331,0LB44ZZ,Excision of lesion of tendon sheath
8331,0LB50ZZ,Excision of lesion of tendon sheath
8331,0LB53ZZ,Excision of lesion of tendon sheath
8331,0LB54ZZ,Excision of lesion of tendon sheath
8331,0LB60ZZ,Excision of lesion of tendon sheath
8331,0LB63ZZ,Excision of lesion of tendon sheath
8331,0LB64ZZ,Excision of lesion of tendon sheath
8331,0LB90ZZ,Excision of lesion of tendon sheath
8331,0LB93ZZ,Excision of lesion of tendon sheath
8331,0LB94ZZ,Excision of lesion of tendon sheath
8331,0LBB0ZZ,Excision of lesion of tendon sheath
8331,0LBB3ZZ,Excision of lesion of tendon sheath
8331,0LBB4ZZ,Excision of lesion of tendon sheath
8331,0LBC0ZZ,Excision of lesion of tendon sheath
8331,0LBC3ZZ,Excision of lesion of tendon sheath
8331,0LBC4ZZ,Excision of lesion of tendon sheath
8331,0LBD0ZZ,Excision of lesion of tendon sheath
8331,0LBD3ZZ,Excision of lesion of tendon sheath
8331,0LBD4ZZ,Excision of lesion of tendon sheath
8331,0LBF0ZZ,Excision of lesion of tendon sheath
8331,0LBF3ZZ,Excision of lesion of tendon sheath
8331,0LBF4ZZ,Excision of lesion of tendon sheath
8331,0LBG0ZZ,Excision of lesion of tendon sheath
8331,0LBG3ZZ,Excision of lesion of tendon sheath
8331,0LBG4ZZ,Excision of lesion of tendon sheath
8331,0LBH0ZZ,Excision of lesion of tendon sheath
8331,0LBH3ZZ,Excision of lesion of tendon sheath
8331,0LBH4ZZ,Excision of lesion of tendon sheath
8331,0LBJ0ZZ,Excision of lesion of tendon sheath
8331,0LBJ3ZZ,Excision of lesion of tendon sheath
8331,0LBJ4ZZ,Excision of lesion of tendon sheath
8331,0LBK0ZZ,Excision of lesion of tendon sheath
8331,0LBK3ZZ,Excision of lesion of tendon sheath
8331,0LBK4ZZ,Excision of lesion of tendon sheath
8331,0LBL0ZZ,Excision of lesion of tendon sheath
8331,0LBL3ZZ,Excision of lesion of tendon sheath
8331,0LBL4ZZ,Excision of lesion of tendon sheath
8331,0LBM0ZZ,Excision of lesion of tendon sheath
8331,0LBM3ZZ,Excision of lesion of tendon sheath
8331,0LBM4ZZ,Excision of lesion of tendon sheath
8331,0LBN0ZZ,Excision of lesion of tendon sheath
8331,0LBN3ZZ,Excision of lesion of tendon sheath
8331,0LBN4ZZ,Excision of lesion of tendon sheath
8331,0LBP0ZZ,Excision of lesion of tendon sheath
8331,0LBP3ZZ,Excision of lesion of tendon sheath
8331,0LBP4ZZ,Excision of lesion of tendon sheath
8331,0LBQ0ZZ,Excision of lesion of tendon sheath
8331,0LBQ3ZZ,Excision of lesion of tendon sheath
8331,0LBQ4ZZ,Excision of lesion of tendon sheath
8331,0LBR0ZZ,Excision of lesion of tendon sheath
8331,0LBR3ZZ,Excision of lesion of tendon sheath
8331,0LBR4ZZ,Excision of lesion of tendon sheath
8331,0LBS0ZZ,Excision of lesion of tendon sheath
8331,0LBS3ZZ,Excision of lesion of tendon sheath
8331,0LBS4ZZ,Excision of lesion of tendon sheath
8331,0LBT0ZZ,Excision of lesion of tendon sheath
8331,0LBT3ZZ,Excision of lesion of tendon sheath
8331,0LBT4ZZ,Excision of lesion of tendon sheath
8331,0LBV0ZZ,Excision of lesion of tendon sheath
8331,0LBV3ZZ,Excision of lesion of tendon sheath
8331,0LBV4ZZ,Excision of lesion of tendon sheath
8331,0LBW0ZZ,Excision of lesion of tendon sheath
8331,0LBW3ZZ,Excision of lesion of tendon sheath
8331,0LBW4ZZ,Excision of lesion of tendon sheath
8332,0KB00ZZ,Excision of lesion of muscle
8332,0KB03ZZ,Excision of lesion of muscle
8332,0KB04ZZ,Excision of lesion of muscle
8332,0KB10ZZ,Excision of lesion of muscle
8332,0KB13ZZ,Excision of lesion of muscle
8332,0KB14ZZ,Excision of lesion of muscle
8332,0KB20ZZ,Excision of lesion of muscle
8332,0KB23ZZ,Excision of lesion of muscle
8332,0KB24ZZ,Excision of lesion of muscle
8332,0KB30ZZ,Excision of lesion of muscle
8332,0KB33ZZ,Excision of lesion of muscle
8332,0KB34ZZ,Excision of lesion of muscle
8332,0KB40ZZ,Excision of lesion of muscle
8332,0KB43ZZ,Excision of lesion of muscle
8332,0KB44ZZ,Excision of lesion of muscle
8332,0KB50ZZ,Excision of lesion of muscle
8332,0KB53ZZ,Excision of lesion of muscle
8332,0KB54ZZ,Excision of lesion of muscle
8332,0KB60ZZ,Excision of lesion of muscle
8332,0KB63ZZ,Excision of lesion of muscle
8332,0KB64ZZ,Excision of lesion of muscle
8332,0KB70ZZ,Excision of lesion of muscle
8332,0KB73ZZ,Excision of lesion of muscle
8332,0KB74ZZ,Excision of lesion of muscle
8332,0KB80ZZ,Excision of lesion of muscle
8332,0KB83ZZ,Excision of lesion of muscle
8332,0KB84ZZ,Excision of lesion of muscle
8332,0KB90ZZ,Excision of lesion of muscle
8332,0KB93ZZ,Excision of lesion of muscle
8332,0KB94ZZ,Excision of lesion of muscle
8332,0KBB0ZZ,Excision of lesion of muscle
8332,0KBB3ZZ,Excision of lesion of muscle
8332,0KBB4ZZ,Excision of lesion of muscle
8332,0KBF0ZZ,Excision of lesion of muscle
8332,0KBF3ZZ,Excision of lesion of muscle
8332,0KBF4ZZ,Excision of lesion of muscle
8332,0KBG0ZZ,Excision of lesion of muscle
8332,0KBG3ZZ,Excision of lesion of muscle
8332,0KBG4ZZ,Excision of lesion of muscle
8332,0KBH0ZZ,Excision of lesion of muscle
8332,0KBH3ZZ,Excision of lesion of muscle
8332,0KBH4ZZ,Excision of lesion of muscle
8332,0KBJ0ZZ,Excision of lesion of muscle
8332,0KBJ3ZZ,Excision of lesion of muscle
8332,0KBJ4ZZ,Excision of lesion of muscle
8332,0KBK0ZZ,Excision of lesion of muscle
8332,0KBK3ZZ,Excision of lesion of muscle
8332,0KBK4ZZ,Excision of lesion of muscle
8332,0KBL0ZZ,Excision of lesion of muscle
8332,0KBL3ZZ,Excision of lesion of muscle
8332,0KBL4ZZ,Excision of lesion of muscle
8332,0KBM0ZZ,Excision of lesion of muscle
8332,0KBM3ZZ,Excision of lesion of muscle
