icd9,icd10,description
3979,04VK3ZZ,"Restriction of Right Femoral Artery, Percutaneous Approach"
3979,04VK4DZ,"Restriction of Right Femoral Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VL0DZ,"Restriction of Left Femoral Artery with Intraluminal Device, Open Approach"
3979,04VL3DZ,"Restriction of Left Femoral Artery with Intraluminal Device, Percutaneous Approach"
3979,04VL3ZZ,"Restriction of Left Femoral Artery, Percutaneous Approach"
3979,04VL4DZ,"Restriction of Left Femoral Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VM0DZ,"Restriction of Right Popliteal Artery with Intraluminal Device, Open Approach"
3979,04VM3DZ,"Restriction of Right Popliteal Artery with Intraluminal Device, Percutaneous Approach"
3979,04VM3ZZ,"h Restriction of Right Popliteal Artery, Percutaneous Approach"
3979,04VM4DZ,"h Restriction of Right Popliteal Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VN0DZ,"Restriction of Left Popliteal Artery with Intraluminal Device, Open Approach"
3979,04VN3DZ,"Restriction of Left Popliteal Artery with Intraluminal Device, Percutaneous Approach"
3979,04VN3ZZ,"Restriction of Left Popliteal Artery, Percutaneous Approach"
3979,04VN4DZ,"h Restriction of Left Popliteal Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VP0DZ,"Restriction of Right Anterior Tibial Artery with Intraluminal Device, Open Approach"
3979,04VP3DZ,"Restriction of Right Anterior Tibial Artery with Intraluminal Device, Percutaneous Approach"
3979,04VP3ZZ,"Restriction of Right Anterior Tibial Artery, Percutaneous Approach"
3979,04VP4DZ,"Restriction of Right Anterior Tibial Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VQ0DZ,"Restriction of Left Anterior Tibial Artery with Intraluminal Device, Open Approach"
3979,04VQ3DZ,"Restriction of Left Anterior Tibial Artery with Intraluminal Device, Percutaneous Approach"
3979,04VQ3ZZ,"Restriction of Left Anterior Tibial Artery, Percutaneous Approach"
3979,04VQ4DZ,"Restriction of Left Anterior Tibial Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VR0DZ,"Restriction of Right Posterior Tibial Artery with Intraluminal Device, Open Approach"
3979,04VR3DZ,"Restriction of Right Posterior Tibial Artery with Intraluminal Device, Percutaneous Approach"
3979,04VR3ZZ,"Restriction of Right Posterior Tibial Artery, Percutaneous Approach"
3979,04VR4DZ,"Restriction of Right Posterior Tibial Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VS0DZ,"Restriction of Left Posterior Tibial Artery with Intraluminal Device, Open Approach"
3979,04VS3DZ,"Restriction of Left Posterior Tibial Artery with Intraluminal Device, Percutaneous Approach"
3979,04VS3ZZ,"Restriction of Left Posterior Tibial Artery, Percutaneous Approach"
3979,04VS4DZ,"Restriction of Left Posterior Tibial Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VT0DZ,"Restriction of Right Peroneal Artery with Intraluminal Device, Open Approach"
3979,04VT3DZ,"Restriction of Right Peroneal Artery with Intraluminal Device, Percutaneous Approach"
3979,04VT3ZZ,"Restriction of Right Peroneal Artery, Percutaneous Approach"
3979,04VT4DZ,"Restriction of Right Peroneal Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VU0DZ,"Restriction of Left Peroneal Artery with Intraluminal Device, Open Approach"
3979,04VU3DZ,"Restriction of Left Peroneal Artery with Intraluminal Device, Percutaneous Approach"
3979,04VU3ZZ,"Restriction of Left Peroneal Artery, Percutaneous Approach"
3979,04VU4DZ,"Restriction of Left Peroneal Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VV0DZ,"Restriction of Right Foot Artery with Intraluminal Device, Open Approach"
3979,04VV3DZ,"Restriction of Right Foot Artery with Intraluminal Device, Percutaneous Approach"
3979,04VV3ZZ,"Restriction of Right Foot Artery, Percutaneous Approach"
3979,04VV4DZ,"h Restriction of Right Foot Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VW0DZ,"Restriction of Left Foot Artery with Intraluminal Device, Open Approach"
3979,04VW3DZ,"Restriction of Left Foot Artery with Intraluminal Device, Percutaneous Approach"
3979,04VW3ZZ,"Restriction of Left Foot Artery, Percutaneous Approach"
3979,04VW4DZ,"h Restriction of Left Foot Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,04VY0DZ,"h Restriction of Lower Artery with Intraluminal Device, Open Approach"
3979,04VY3DZ,"h Restriction of Lower Artery with Intraluminal Device, Percutaneous Approach"
3979,04VY3ZZ,"Restriction of Lower Artery, Percutaneous Approach"
3979,04VY4DZ,"h Restriction of Lower Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05C03ZZ,"Extirpation of Matter from Azygos Vein, Percutaneous Approach"
3979,05C13ZZ,"Extirpation of Matter from Hemiazygos Vein, Percutaneous Approach"
3979,05C33ZZ,"Extirpation of Matter from Right Innominate Vein, Percutaneous Approach"
3979,05C43ZZ,"Extirpation of Matter from Left Innominate Vein, Percutaneous Approach"
3979,05C53ZZ,"Extirpation of Matter from Right Subclavian Vein, Percutaneous Approach"
3979,05C63ZZ,"Extirpation of Matter from Left Subclavian Vein, Percutaneous Approach"
3979,05C73ZZ,"Extirpation of Matter from Right Axillary Vein, Percutaneous Approach"
3979,05C83ZZ,"h Extirpation of Matter from Left Axillary Vein, Percutaneous Approach"
3979,05C93ZZ,"Extirpation of Matter from Right Brachial Vein, Percutaneous Approach"
3979,05CA3ZZ,"h Extirpation of Matter from Left Brachial Vein, Percutaneous Approach"
3979,05CB3ZZ,"h Extirpation of Matter from Right Basilic Vein, Percutaneous Approach"
3979,05CC3ZZ,"Extirpation of Matter from Left Basilic Vein, Percutaneous Approach"
3979,05CD3ZZ,"Extirpation of Matter from Right Cephalic Vein, Percutaneous Approach"
3979,05CF3ZZ,"h Extirpation of Matter from Left Cephalic Vein, Percutaneous Approach"
3979,05CG3ZZ,"Extirpation of Matter from Right Hand Vein, Percutaneous Approach"
3979,05CH3ZZ,"Extirpation of Matter from Left Hand Vein, Percutaneous Approach"
3979,05CM3ZZ,"h Extirpation of Matter from Right Internal Jugular Vein, Percutaneous Approach"
3979,05CN3ZZ,"h Extirpation of Matter from Left Internal Jugular Vein, Percutaneous Approach"
3979,05CP3ZZ,"h Extirpation of Matter from Right External Jugular Vein, Percutaneous Approach"
3979,05CQ3ZZ,"h Extirpation of Matter from Left External Jugular Vein, Percutaneous Approach"
3979,05CR3ZZ,"Extirpation of Matter from Right Vertebral Vein, Percutaneous Approach"
3979,05CS3ZZ,"Extirpation of Matter from Left Vertebral Vein, Percutaneous Approach"
3979,05CT3ZZ,"Extirpation of Matter from Right Face Vein, Percutaneous Approach"
3979,05CV3ZZ,"Extirpation of Matter from Left Face Vein, Percutaneous Approach"
3979,05CY3ZZ,"h Extirpation of Matter from Upper Vein, Percutaneous Approach"
3979,05L03ZZ,"Occlusion of Azygos Vein, Percutaneous Approach"
3979,05L13ZZ,"Occlusion of Hemiazygos Vein, Percutaneous Approach"
3979,05L33ZZ,"Occlusion of Right Innominate Vein, Percutaneous Approach"
3979,05L43ZZ,"Occlusion of Left Innominate Vein, Percutaneous Approach"
3979,05L53ZZ,"Occlusion of Right Subclavian Vein, Percutaneous Approach"
3979,05L63ZZ,"Occlusion of Left Subclavian Vein, Percutaneous Approach"
3979,05L70DZ,"Occlusion of Right Axillary Vein with Intraluminal Device, Open Approach"
3979,05L73DZ,"Occlusion of Right Axillary Vein with Intraluminal Device, Percutaneous Approach"
3979,05L73ZZ,"Occlusion of Right Axillary Vein, Percutaneous Approach"
3979,05L74DZ,"Occlusion of Right Axillary Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05L80DZ,"Occlusion of Left Axillary Vein with Intraluminal Device, Open Approach"
3979,05L83DZ,"Occlusion of Left Axillary Vein with Intraluminal Device, Percutaneous Approach"
3979,05L83ZZ,"Occlusion of Left Axillary Vein, Percutaneous Approach"
3979,05L84DZ,"Occlusion of Left Axillary Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05L90DZ,"Occlusion of Right Brachial Vein with Intraluminal Device, Open Approach"
3979,05L93DZ,"Occlusion of Right Brachial Vein with Intraluminal Device, Percutaneous Approach"
3979,05L93ZZ,"Occlusion of Right Brachial Vein, Percutaneous Approach"
3979,05L94DZ,"Occlusion of Right Brachial Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LA0DZ,"Occlusion of Left Brachial Vein with Intraluminal Device, Open Approach"
3979,05LA3DZ,"Occlusion of Left Brachial Vein with Intraluminal Device, Percutaneous Approach"
3979,05LA3ZZ,"Occlusion of Left Brachial Vein, Percutaneous Approach"
3979,05LA4DZ,"Occlusion of Left Brachial Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LB0DZ,"h Occlusion of Right Basilic Vein with Intraluminal Device, Open Approach"
3979,05LB3DZ,"h Occlusion of Right Basilic Vein with Intraluminal Device, Percutaneous Approach"
3979,05LB3ZZ,"Occlusion of Right Basilic Vein, Percutaneous Approach"
3979,05LB4DZ,"Occlusion of Right Basilic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LC0DZ,"h Occlusion of Left Basilic Vein with Intraluminal Device, Open Approach"
3979,05LC3DZ,"h Occlusion of Left Basilic Vein with Intraluminal Device, Percutaneous Approach"
3979,05LC3ZZ,"Occlusion of Left Basilic Vein, Percutaneous Approach"
3979,05LC4DZ,"Occlusion of Left Basilic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LD0DZ,"Occlusion of Right Cephalic Vein with Intraluminal Device, Open Approach"
3979,05LD3DZ,"Occlusion of Right Cephalic Vein with Intraluminal Device, Percutaneous Approach"
3979,05LD3ZZ,"Occlusion of Right Cephalic Vein, Percutaneous Approach"
3979,05LD4DZ,"Occlusion of Right Cephalic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LF0DZ,"Occlusion of Left Cephalic Vein with Intraluminal Device, Open Approach"
3979,05LF3DZ,"Occlusion of Left Cephalic Vein with Intraluminal Device, Percutaneous Approach"
3979,05LF3ZZ,"Occlusion of Left Cephalic Vein, Percutaneous Approach"
3979,05LF4DZ,"Occlusion of Left Cephalic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LG0DZ,"Occlusion of Right Hand Vein with Intraluminal Device, Open Approach"
3979,05LG3DZ,"Occlusion of Right Hand Vein with Intraluminal Device, Percutaneous Approach"
3979,05LG3ZZ,"Occlusion of Right Hand Vein, Percutaneous Approach"
3979,05LG4DZ,"Occlusion of Right Hand Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LH0DZ,"h Occlusion of Left Hand Vein with Intraluminal Device, Open Approach"
3979,05LH3DZ,"h Occlusion of Left Hand Vein with Intraluminal Device, Percutaneous Approach"
3979,05LH3ZZ,"Occlusion of Left Hand Vein, Percutaneous Approach"
3979,05LH4DZ,"Occlusion of Left Hand Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05LL3ZZ,"Occlusion of Intracranial Vein, Percutaneous Approach"
3979,05LM3ZZ,"Occlusion of Right Internal Jugular Vein, Percutaneous Approach"
3979,05LN3ZZ,"Occlusion of Left Internal Jugular Vein, Percutaneous Approach"
3979,05LP3ZZ,"Occlusion of Right External Jugular Vein, Percutaneous Approach"
3979,05LQ3ZZ,"Occlusion of Left External Jugular Vein, Percutaneous Approach"
3979,05LR3ZZ,"Occlusion of Right Vertebral Vein, Percutaneous Approach"
3979,05LS3ZZ,"Occlusion of Left Vertebral Vein, Percutaneous Approach"
3979,05LT3ZZ,"Occlusion of Right Face Vein, Percutaneous Approach"
3979,05LV3ZZ,"Occlusion of Left Face Vein, Percutaneous Approach"
3979,05LY0DZ,"Occlusion of Upper Vein with Intraluminal Device, Open Approach"
3979,05LY3ZZ,"Occlusion of Upper Vein, Percutaneous Approach"
3979,05V00DZ,"Restriction of Azygos Vein with Intraluminal Device, Open Approach"
3979,05V03DZ,"Restriction of Azygos Vein with Intraluminal Device, Percutaneous Approach"
3979,05V03ZZ,"Restriction of Azygos Vein, Percutaneous Approach"
3979,05V04DZ,"Restriction of Azygos Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V10DZ,"h Restriction of Hemiazygos Vein with Intraluminal Device, Open Approach"
3979,05V13DZ,"h Restriction of Hemiazygos Vein with Intraluminal Device, Percutaneous Approach"
3979,05V13ZZ,"Restriction of Hemiazygos Vein, Percutaneous Approach"
3979,05V14DZ,"Restriction of Hemiazygos Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V30DZ,"h Restriction of Right Innominate Vein with Intraluminal Device, Open Approach"
3979,05V33DZ,"h Restriction of Right Innominate Vein with Intraluminal Device, Percutaneous Approach"
3979,05V33ZZ,"Restriction of Right Innominate Vein, Percutaneous Approach"
3979,05V34DZ,"Restriction of Right Innominate Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V40DZ,"h Restriction of Left Innominate Vein with Intraluminal Device, Open Approach"
3979,05V43DZ,"h Restriction of Left Innominate Vein with Intraluminal Device, Percutaneous Approach"
3979,05V43ZZ,"Restriction of Left Innominate Vein, Percutaneous Approach"
3979,05V44DZ,"Restriction of Left Innominate Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V50DZ,"Restriction of Right Subclavian Vein with Intraluminal Device, Open Approach"
3979,05V53DZ,"Restriction of Right Subclavian Vein with Intraluminal Device, Percutaneous Approach"
3979,05V53ZZ,"Restriction of Right Subclavian Vein, Percutaneous Approach"
3979,05V54DZ,"Restriction of Right Subclavian Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V60DZ,"Restriction of Left Subclavian Vein with Intraluminal Device, Open Approach"
3979,05V63DZ,"Restriction of Left Subclavian Vein with Intraluminal Device, Percutaneous Approach"
3979,05V63ZZ,"Restriction of Left Subclavian Vein, Percutaneous Approach"
3979,05V64DZ,"Restriction of Left Subclavian Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V70DZ,"Restriction of Right Axillary Vein with Intraluminal Device, Open Approach"
3979,05V73DZ,"Restriction of Right Axillary Vein with Intraluminal Device, Percutaneous Approach"
3979,05V73ZZ,"Restriction of Right Axillary Vein, Percutaneous Approach"
3979,05V74DZ,"Restriction of Right Axillary Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V80DZ,"Restriction of Left Axillary Vein with Intraluminal Device, Open Approach"
3979,05V83DZ,"Restriction of Left Axillary Vein with Intraluminal Device, Percutaneous Approach"
3979,05V83ZZ,"Restriction of Left Axillary Vein, Percutaneous Approach"
3979,05V84DZ,"Restriction of Left Axillary Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05V90DZ,"h Restriction of Right Brachial Vein with Intraluminal Device, Open Approach"
3979,05V93DZ,"h Restriction of Right Brachial Vein with Intraluminal Device, Percutaneous Approach"
3979,05V93ZZ,"Restriction of Right Brachial Vein, Percutaneous Approach"
3979,05V94DZ,"Restriction of Right Brachial Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VA0DZ,"h Restriction of Left Brachial Vein with Intraluminal Device, Open Approach"
3979,05VA3DZ,"h Restriction of Left Brachial Vein with Intraluminal Device, Percutaneous Approach"
3979,05VA3ZZ,"Restriction of Left Brachial Vein, Percutaneous Approach"
3979,05VA4DZ,"Restriction of Left Brachial Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VB0DZ,"Restriction of Right Basilic Vein with Intraluminal Device, Open Approach"
3979,05VB3DZ,"Restriction of Right Basilic Vein with Intraluminal Device, Percutaneous Approach"
3979,05VB3ZZ,"Restriction of Right Basilic Vein, Percutaneous Approach"
3979,05VB4DZ,"Restriction of Right Basilic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VC0DZ,"Restriction of Left Basilic Vein with Intraluminal Device, Open Approach"
3979,05VC3DZ,"Restriction of Left Basilic Vein with Intraluminal Device, Percutaneous Approach"
3979,05VC3ZZ,"Restriction of Left Basilic Vein, Percutaneous Approach"
3979,05VC4DZ,"Restriction of Left Basilic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VD0DZ,"h Restriction of Right Cephalic Vein with Intraluminal Device, Open Approach"
3979,05VD3DZ,"h Restriction of Right Cephalic Vein with Intraluminal Device, Percutaneous Approach"
3979,05VD3ZZ,"Restriction of Right Cephalic Vein, Percutaneous Approach"
3979,05VD4DZ,"Restriction of Right Cephalic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VF0DZ,"h Restriction of Left Cephalic Vein with Intraluminal Device, Open Approach"
3979,05VF3DZ,"h Restriction of Left Cephalic Vein with Intraluminal Device, Percutaneous Approach"
3979,05VF3ZZ,"Restriction of Left Cephalic Vein, Percutaneous Approach"
3979,05VF4DZ,"Restriction of Left Cephalic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VG0DZ,"Restriction of Right Hand Vein with Intraluminal Device, Open Approach"
3979,05VG3DZ,"Restriction of Right Hand Vein with Intraluminal Device, Percutaneous Approach"
3979,05VG3ZZ,"Restriction of Right Hand Vein, Percutaneous Approach"
3979,05VG4DZ,"Restriction of Right Hand Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VH0DZ,"Restriction of Left Hand Vein with Intraluminal Device, Open Approach"
3979,05VH3DZ,"Restriction of Left Hand Vein with Intraluminal Device, Percutaneous Approach"
3979,05VH3ZZ,"Restriction of Left Hand Vein, Percutaneous Approach"
3979,05VH4DZ,"Restriction of Left Hand Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VL0DZ,"Restriction of Intracranial Vein with Intraluminal Device, Open Approach"
3979,05VL3DZ,"Restriction of Intracranial Vein with Intraluminal Device, Percutaneous Approach"
3979,05VL3ZZ,"Restriction of Intracranial Vein, Percutaneous Approach"
3979,05VL4DZ,"Restriction of Intracranial Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VM0DZ,"Restriction of Right Internal Jugular Vein with Intraluminal Device, Open Approach"
3979,05VM3DZ,"Restriction of Right Internal Jugular Vein with Intraluminal Device, Percutaneous Approach"
3979,05VM3ZZ,"Restriction of Right Internal Jugular Vein, Percutaneous Approach"
3979,05VM4DZ,"Restriction of Right Internal Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VN0DZ,"Restriction of Left Internal Jugular Vein with Intraluminal Device, Open Approach"
3979,05VN3DZ,"Restriction of Left Internal Jugular Vein with Intraluminal Device, Percutaneous Approach"
3979,05VN3ZZ,"Restriction of Left Internal Jugular Vein, Percutaneous Approach"
3979,05VN4DZ,"Restriction of Left Internal Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VP0DZ,"Restriction of Right External Jugular Vein with Intraluminal Device, Open Approach"
3979,05VP3DZ,"Restriction of Right External Jugular Vein with Intraluminal Device, Percutaneous Approach"
3979,05VP3ZZ,"Restriction of Right External Jugular Vein, Percutaneous Approach"
3979,05VP4DZ,"Restriction of Right External Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VQ0DZ,"Restriction of Left External Jugular Vein with Intraluminal Device, Open Approach"
3979,05VQ3DZ,"Restriction of Left External Jugular Vein with Intraluminal Device, Percutaneous Approach"
3979,05VQ3ZZ,"Restriction of Left External Jugular Vein, Percutaneous Approach"
3979,05VQ4DZ,"Restriction of Left External Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VR0DZ,"Restriction of Right Vertebral Vein with Intraluminal Device, Open Approach"
3979,05VR3DZ,"Restriction of Right Vertebral Vein with Intraluminal Device, Percutaneous Approach"
3979,05VR3ZZ,"Restriction of Right Vertebral Vein, Percutaneous Approach"
3979,05VR4DZ,"Restriction of Right Vertebral Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VS0DZ,"Restriction of Left Vertebral Vein with Intraluminal Device, Open Approach"
3979,05VS3DZ,"Restriction of Left Vertebral Vein with Intraluminal Device, Percutaneous Approach"
3979,05VS3ZZ,"Restriction of Left Vertebral Vein, Percutaneous Approach"
3979,05VS4DZ,"Restriction of Left Vertebral Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VT0DZ,"Restriction of Right Face Vein with Intraluminal Device, Open Approach"
3979,05VT3DZ,"Restriction of Right Face Vein with Intraluminal Device, Percutaneous Approach"
3979,05VT3ZZ,"Restriction of Right Face Vein, Percutaneous Approach"
3979,05VT4DZ,"Restriction of Right Face Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VV0DZ,"Restriction of Left Face Vein with Intraluminal Device, Open Approach"
3979,05VV3DZ,"Restriction of Left Face Vein with Intraluminal Device, Percutaneous Approach"
3979,05VV3ZZ,"Restriction of Left Face Vein, Percutaneous Approach"
3979,05VV4DZ,"Restriction of Left Face Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,05VY3DZ,"Restriction of Upper Vein with Intraluminal Device, Percutaneous Approach"
3979,05VY3ZZ,"Restriction of Upper Vein, Percutaneous Approach"
3979,06C03ZZ,"h Extirpation of Matter from Inferior Vena Cava, Percutaneous Approach"
3979,06C13ZZ,"Extirpation of Matter from Splenic Vein, Percutaneous Approach"
3979,06C23ZZ,"Extirpation of Matter from Gastric Vein, Percutaneous Approach"
3979,06C33ZZ,"Extirpation of Matter from Esophageal Vein, Percutaneous Approach"
3979,06C43ZZ,"Extirpation of Matter from Hepatic Vein, Percutaneous Approach"
3979,06C53ZZ,"Extirpation of Matter from Superior Mesenteric Vein, Percutaneous Approach"
3979,06C63ZZ,"Extirpation of Matter from Inferior Mesenteric Vein, Percutaneous Approach"
3979,06C73ZZ,"h Extirpation of Matter from Colic Vein, Percutaneous Approach"
3979,06C83ZZ,"Extirpation of Matter from Portal Vein, Percutaneous Approach"
3979,06C93ZZ,"Extirpation of Matter from Right Renal Vein, Percutaneous Approach"
3979,06CB3ZZ,"Extirpation of Matter from Left Renal Vein, Percutaneous Approach"
3979,06CC3ZZ,"Extirpation of Matter from Right Common Iliac Vein, Percutaneous Approach"
3979,06CD3ZZ,"Extirpation of Matter from Left Common Iliac Vein, Percutaneous Approach"
3979,06CF3ZZ,"Extirpation of Matter from Right External Iliac Vein, Percutaneous Approach"
3979,06CG3ZZ,"Extirpation of Matter from Left External Iliac Vein, Percutaneous Approach"
3979,06CH3ZZ,"Extirpation of Matter from Right Hypogastric Vein, Percutaneous Approach"
3979,06CJ3ZZ,"Extirpation of Matter from Left Hypogastric Vein, Percutaneous Approach"
3979,06CM3ZZ,"h Extirpation of Matter from Right Femoral Vein, Percutaneous Approach"
3979,06CN3ZZ,"Extirpation of Matter from Left Femoral Vein, Percutaneous Approach"
3979,06CP3ZZ,"Extirpation of Matter from Right Saphenous Vein, Percutaneous Approach"
3979,06CQ3ZZ,"Extirpation of Matter from Left Saphenous Vein, Percutaneous Approach"
3979,06CT3ZZ,"Extirpation of Matter from Right Foot Vein, Percutaneous Approach"
3979,06CV3ZZ,"Extirpation of Matter from Left Foot Vein, Percutaneous Approach"
3979,06CY3ZZ,"h Extirpation of Matter from Lower Vein, Percutaneous Approach"
3979,06L13ZZ,"Occlusion of Splenic Vein, Percutaneous Approach"
3979,06L23ZZ,"Occlusion of Gastric Vein, Percutaneous Approach"
3979,06L33ZZ,"Occlusion of Esophageal Vein, Percutaneous Approach"
3979,06L43ZZ,"Occlusion of Hepatic Vein, Percutaneous Approach"
3979,06L53ZZ,"h Occlusion of Superior Mesenteric Vein, Percutaneous Approach"
3979,06L63ZZ,"h Occlusion of Inferior Mesenteric Vein, Percutaneous Approach"
3979,06L73ZZ,"Occlusion of Colic Vein, Percutaneous Approach"
3979,06L83ZZ,"Occlusion of Portal Vein, Percutaneous Approach"
3979,06L93ZZ,"Occlusion of Right Renal Vein, Percutaneous Approach"
3979,06LB3ZZ,"Occlusion of Left Renal Vein, Percutaneous Approach"
3979,06LC0DZ,"Occlusion of Right Common Iliac Vein with Intraluminal Device, Open Approach"
3979,06LC3DZ,"Occlusion of Right Common Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06LC3ZZ,"Occlusion of Right Common Iliac Vein, Percutaneous Approach"
3979,06LC4DZ,"Occlusion of Right Common Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LD0DZ,"Occlusion of Left Common Iliac Vein with Intraluminal Device, Open Approach"
3979,06LD3DZ,"Occlusion of Left Common Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06LD3ZZ,"Occlusion of Left Common Iliac Vein, Percutaneous Approach"
3979,06LD4DZ,"Occlusion of Left Common Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LF0DZ,"Occlusion of Right External Iliac Vein with Intraluminal Device, Open Approach"
3979,06LF3DZ,"Occlusion of Right External Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06LF3ZZ,"Occlusion of Right External Iliac Vein, Percutaneous Approach"
3979,06LF4DZ,"Occlusion of Right External Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LG0DZ,"Occlusion of Left External Iliac Vein with Intraluminal Device, Open Approach"
3979,06LG3DZ,"Occlusion of Left External Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06LG3ZZ,"h Occlusion of Left External Iliac Vein, Percutaneous Approach"
3979,06LG4DZ,"Occlusion of Left External Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LH3ZZ,"Occlusion of Right Hypogastric Vein, Percutaneous Approach"
3979,06LJ3ZZ,"Occlusion of Left Hypogastric Vein, Percutaneous Approach"
3979,06LM0DZ,"Occlusion of Right Femoral Vein with Intraluminal Device, Open Approach"
3979,06LM3DZ,"Occlusion of Right Femoral Vein with Intraluminal Device, Percutaneous Approach"
3979,06LM3ZZ,"Occlusion of Right Femoral Vein, Percutaneous Approach"
3979,06LM4DZ,"Occlusion of Right Femoral Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LN0DZ,"Occlusion of Left Femoral Vein with Intraluminal Device, Open Approach"
3979,06LN3DZ,"Occlusion of Left Femoral Vein with Intraluminal Device, Percutaneous Approach"
3979,06LN3ZZ,"Occlusion of Left Femoral Vein, Percutaneous Approach"
3979,06LN4DZ,"Occlusion of Left Femoral Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LP0DZ,"Occlusion of Right Saphenous Vein with Intraluminal Device, Open Approach"
3979,06LP3DZ,"Occlusion of Right Saphenous Vein with Intraluminal Device, Percutaneous Approach"
3979,06LP3ZZ,"Occlusion of Right Saphenous Vein, Percutaneous Approach"
3979,06LP4DZ,"Occlusion of Right Saphenous Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LQ0DZ,"Occlusion of Left Saphenous Vein with Intraluminal Device, Open Approach"
3979,06LQ3DZ,"Occlusion of Left Saphenous Vein with Intraluminal Device, Percutaneous Approach"
3979,06LQ3ZZ,"Occlusion of Left Saphenous Vein, Percutaneous Approach"
3979,06LQ4DZ,"Occlusion of Left Saphenous Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LT0DZ,"Occlusion of Right Foot Vein with Intraluminal Device, Open Approach"
3979,06LT3DZ,"Occlusion of Right Foot Vein with Intraluminal Device, Percutaneous Approach"
3979,06LT3ZZ,"Occlusion of Right Foot Vein, Percutaneous Approach"
3979,06LT4DZ,"Occlusion of Right Foot Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LV0DZ,"h Occlusion of Left Foot Vein with Intraluminal Device, Open Approach"
3979,06LV3DZ,"h Occlusion of Left Foot Vein with Intraluminal Device, Percutaneous Approach"
3979,06LV3ZZ,"Occlusion of Left Foot Vein, Percutaneous Approach"
