icd9,icd10,description
29,B54PZZ3,"Ultrasonography of Bilateral Upper Extremity Veins, Intravascular"
29,B54TZZ3,"Ultrasonography of Portal and Splanchnic Veins, Intravascular"
31,8E09XBG,"Computer Assisted Procedure of Head and Neck Region, With Computerized Tomography"
31,8E0WXBG,"Computer Assisted Procedure of Trunk Region, With Computerized Tomography"
31,8E0XXBG,"Computer Assisted Procedure of Upper Extremity, With Computerized Tomography"
31,8E0YXBG,"Computer Assisted Procedure of Lower Extremity, With Computerized Tomography"
32,8E09XBH,"Computer Assisted Procedure of Head and Neck Region, With Magnetic Resonance Imaging"
32,8E0WXBH,"Computer Assisted Procedure of Trunk Region, With Magnetic Resonance Imaging"
32,8E0XXBH,"Computer Assisted Procedure of Upper Extremity, With Magnetic Resonance Imaging"
32,8E0YXBH,"Computer Assisted Procedure of Lower Extremity, With Magnetic Resonance Imaging"
33,8E09XBF,"Computer Assisted Procedure of Head and Neck Region, With Fluoroscopy"
33,8E0WXBF,"Computer Assisted Procedure of Trunk Region, With Fluoroscopy"
33,8E0XXBF,"Computer Assisted Procedure of Upper Extremity, With Fluoroscopy"
33,8E0YXBF,"Computer Assisted Procedure of Lower Extremity, With Fluoroscopy"
34,8E09XBZ,Computer Assisted Procedure of Head and Neck Region
34,8E0WXBZ,Computer Assisted Procedure of Trunk Region
34,8E0XXBZ,Computer Assisted Procedure of Upper Extremity
34,8E0YXBZ,Computer Assisted Procedure of Lower Extremity
35,8E09XBZ,Computer Assisted Procedure of Head and Neck Region
35,8E0WXBZ,Computer Assisted Procedure of Trunk Region
35,8E0XXBZ,Computer Assisted Procedure of Upper Extremity
35,8E0YXBZ,Computer Assisted Procedure of Lower Extremity
39,8E09XBZ,Computer Assisted Procedure of Head and Neck Region
39,8E0WXBZ,Computer Assisted Procedure of Trunk Region
39,8E0XXBZ,Computer Assisted Procedure of Upper Extremity
39,8E0YXBZ,Computer Assisted Procedure of Lower Extremity
40,NoPCS,
41,NoPCS,
42,NoPCS,
43,NoPCS,
44,NoPCS,
45,NoPCS,
46,NoPCS,
47,NoPCS,
48,NoPCS,
49,5A0512C,"Extracorporeal Supersaturated Oxygenation, Intermittent"
49,5A0522C,"Extracorporeal Supersaturated Oxygenation, Continuous"
50,02H40JZ,"Insertion of Pacemaker Lead into Coronary Vein, Open Approach"
50,02H43JZ,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Approach"
50,02H44JZ,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Endoscopic Approach"
50,02H60JZ,"h Insertion of Pacemaker Lead into Right Atrium, Open Approach"
50,02H63JZ,"h Insertion of Pacemaker Lead into Right Atrium, Percutaneous Approach"
50,02H64JZ,"Insertion of Pacemaker Lead into Right Atrium, Percutaneous Endoscopic Approach"
50,02HK0JZ,"Insertion of Pacemaker Lead into Right Ventricle, Open Approach"
50,02HK3JZ,"Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Approach"
50,02HK4JZ,"Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Endoscopic Approach"
50,02HL0JZ,"Insertion of Pacemaker Lead into Left Ventricle, Open Approach"
50,02HL3JZ,"Insertion of Pacemaker Lead into Left Ventricle, Percutaneous Approach"
50,02HL4JZ,"Insertion of Pacemaker Lead into Left Ventricle, Percutaneous Endoscopic Approach"
50,0JH607Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
50,0JH637Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
50,0JH807Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
50,0JH837Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
51,02HK0KZ,"Insertion of Defibrillator Lead into Right Ventricle, Open Approach"
51,02HK3KZ,"Insertion of Defibrillator Lead into Right Ventricle, Percutaneous Approach"
51,02HK4KZ,"h Insertion of Defibrillator Lead into Right Ventricle, Percutaneous Endoscopic Approach"
51,02HL0KZ,"Insertion of Defibrillator Lead into Left Ventricle, Open Approach"
51,02HL3KZ,"Insertion of Defibrillator Lead into Left Ventricle, Percutaneous Approach"
51,02HL4KZ,"h Insertion of Defibrillator Lead into Left Ventricle, Percutaneous Endoscopic Approach"
51,0JH609Z,"n Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
51,0JH639Z,"c Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
51,0JH809Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
51,0JH839Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
52,02H43JZ,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Approach"
52,02H43KZ,"h Insertion of Defibrillator Lead into Coronary Vein, Percutaneous Approach"
52,02H43KZ,"h Insertion of Defibrillator Lead into Coronary Vein, Percutaneous Approach"
52,02H43MZ,"Insertion of Cardiac Lead into Coronary Vein, Percutaneous Approach"
52,02H43MZ,"Insertion of Cardiac Lead into Coronary Vein, Percutaneous Approach"
52,02PA0MZ,"Removal of Cardiac Lead from Heart, Open Approach"
52,02PA3MZ,"Removal of Cardiac Lead from Heart, Percutaneous Approach"
52,02PA4MZ,"Removal of Cardiac Lead from Heart, Percutaneous Endoscopic Approach"
53,0JH607Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
53,0JH607Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
53,0JH637Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
53,0JH637Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
53,0JH807Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
53,0JH837Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
53,0JPT0PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Open Approach"
53,0JPT3PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach"
54,0JH609Z,"n Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
54,0JH609Z,"n Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
54,0JH639Z,"c Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
54,0JH639Z,"c Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
54,0JH809Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
54,0JH839Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
54,0JPT0PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Open Approach"
54,0JPT3PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach"
55,NoPCS,
56,02HK00Z,"Insertion of Pressure Sensor Monitoring Device into Right Ventricle, Open Approach"
56,02HK02Z,"Insertion of Monitoring Device into Right Ventricle, Open Approach"
56,02HK30Z,"Insertion of Pressure Sensor Monitoring Device into Right Ventricle, Percutaneous Approach"
56,02HK40Z,"h Insertion of Pressure Sensor Monitoring Device into Right Ventricle, Percutaneous Endoscopic Approach"
56,02HK42Z,"Insertion of Monitoring Device into Right Ventricle, Percutaneous Endoscopic Approach"
57,0JH600Z,"Insertion of Hemodynamic Monitoring Device into Chest Subcutaneous Tissue and Fascia, Open Approach"
57,0JH630Z,"Insertion of Hemodynamic Monitoring Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
57,0JH800Z,"Insertion of Hemodynamic Monitoring Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
57,0JH830Z,"Insertion of Hemodynamic Monitoring Device into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
58,02HW00Z,"Insertion of Pressure Sensor Monitoring Device into Thoracic Aorta, Descending, Open Approach"
58,02HW30Z,"Insertion of Pressure Sensor Monitoring Device into Thoracic Aorta, Descending, Percutaneous Approach"
58,02HW40Z,"Insertion of Pressure Sensor Monitoring Device into Thoracic Aorta, Descending, Percutaneous Endoscopic Approach"
58,02HX00Z,"Insertion of Pressure Sensor Monitoring Device into Thoracic Aorta, Ascending/Arch, Open Approach"
58,02HX30Z,"Insertion of Pressure Sensor Monitoring Device into Thoracic Aorta, Ascending/Arch, Percutaneous Approach"
58,02HX40Z,"Insertion of Pressure Sensor Monitoring Device into Thoracic Aorta, Ascending/Arch, Percutaneous Endoscopic Approach"
58,04H002Z,"h Insertion of Monitoring Device into Abdominal Aorta, Open Approach"
58,04H032Z,"h Insertion of Monitoring Device into Abdominal Aorta, Percutaneous Approach"
58,04H042Z,"Insertion of Monitoring Device into Abdominal Aorta, Percutaneous Endoscopic Approach"
59,4A030BC,"Measurement of Arterial Pressure, Coronary, Open Approach"
59,4A033BC,"Measurement of Arterial Pressure, Coronary, Percutaneous Approach"
59,4A130BC,"Monitoring of Arterial Pressure, Coronary, Open Approach"
59,4A133BC,"Monitoring of Arterial Pressure, Coronary, Percutaneous Approach"
60,NoPCS,
61,037H34Z,"Dilation of Right Common Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037H3DZ,"Dilation of Right Common Carotid Artery with Intraluminal Device, Percutaneous Approach"
61,037H3ZZ,"Dilation of Right Common Carotid Artery, Percutaneous Approach"
61,037H44Z,"Dilation of Right Common Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037H4DZ,"Dilation of Right Common Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037H4ZZ,"Dilation of Right Common Carotid Artery, Percutaneous Endoscopic Approach"
61,037J34Z,"Dilation of Left Common Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037J3DZ,"Dilation of Left Common Carotid Artery with Intraluminal Device, Percutaneous Approach"
61,037J3ZZ,"Dilation of Left Common Carotid Artery, Percutaneous Approach"
61,037J44Z,"Dilation of Left Common Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037J4DZ,"Dilation of Left Common Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037J4ZZ,"Dilation of Left Common Carotid Artery, Percutaneous Endoscopic Approach"
61,037K34Z,"Dilation of Right Internal Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037K3DZ,"Dilation of Right Internal Carotid Artery with Intraluminal Device, Percutaneous Approach"
61,037K3ZZ,"Dilation of Right Internal Carotid Artery, Percutaneous Approach"
61,037K44Z,"Dilation of Right Internal Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037K4DZ,"Dilation of Right Internal Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037K4ZZ,"Dilation of Right Internal Carotid Artery, Percutaneous Endoscopic Approach"
61,037L34Z,"Dilation of Left Internal Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037L3DZ,"Dilation of Left Internal Carotid Artery with Intraluminal Device, Percutaneous Approach"
61,037L3ZZ,"Dilation of Left Internal Carotid Artery, Percutaneous Approach"
61,037L44Z,"Dilation of Left Internal Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037L4DZ,"Dilation of Left Internal Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037L4ZZ,"h Dilation of Left Internal Carotid Artery, Percutaneous Endoscopic Approach"
61,037M34Z,"Dilation of Right External Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037M3DZ,"Dilation of Right External Carotid Artery with Intraluminal Device, Percutaneous Approach"
61,037M3ZZ,"Dilation of Right External Carotid Artery, Percutaneous Approach"
61,037M44Z,"Dilation of Right External Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037M4DZ,"Dilation of Right External Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037M4ZZ,"Dilation of Right External Carotid Artery, Percutaneous Endoscopic Approach"
61,037N34Z,"Dilation of Left External Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037N3DZ,"Dilation of Left External Carotid Artery with Intraluminal Device, Percutaneous Approach"
61,037N3ZZ,"Dilation of Left External Carotid Artery, Percutaneous Approach"
61,037N44Z,"Dilation of Left External Carotid Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037N4DZ,"Dilation of Left External Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037N4ZZ,"h Dilation of Left External Carotid Artery, Percutaneous Endoscopic Approach"
61,037P34Z,"h Dilation of Right Vertebral Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037P3DZ,"Dilation of Right Vertebral Artery with Intraluminal Device, Percutaneous Approach"
61,037P3ZZ,"Dilation of Right Vertebral Artery, Percutaneous Approach"
61,037P44Z,"Dilation of Right Vertebral Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037P4DZ,"h Dilation of Right Vertebral Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037P4ZZ,"Dilation of Right Vertebral Artery, Percutaneous Endoscopic Approach"
61,037Q34Z,"h Dilation of Left Vertebral Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
61,037Q3DZ,"Dilation of Left Vertebral Artery with Intraluminal Device, Percutaneous Approach"
61,037Q3ZZ,"Dilation of Left Vertebral Artery, Percutaneous Approach"
61,037Q44Z,"Dilation of Left Vertebral Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
61,037Q4DZ,"h Dilation of Left Vertebral Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
61,037Q4ZZ,"Dilation of Left Vertebral Artery, Percutaneous Endoscopic Approach"
61,03CH3ZZ,"Extirpation of Matter from Right Common Carotid Artery, Percutaneous Approach"
61,03CJ3ZZ,"Extirpation of Matter from Left Common Carotid Artery, Percutaneous Approach"
61,03CK3ZZ,"Extirpation of Matter from Right Internal Carotid Artery, Percutaneous Approach"
61,03CL3ZZ,"Extirpation of Matter from Left Internal Carotid Artery, Percutaneous Approach"
61,03CM3ZZ,"Extirpation of Matter from Right External Carotid Artery, Percutaneous Approach"
61,03CN3ZZ,"Extirpation of Matter from Left External Carotid Artery, Percutaneous Approach"
61,03CP3ZZ,"Extirpation of Matter from Right Vertebral Artery, Percutaneous Approach"
61,03CQ3ZZ,"Extirpation of Matter from Left Vertebral Artery, Percutaneous Approach"
61,057M3DZ,"Dilation of Right Internal Jugular Vein with Intraluminal Device, Percutaneous Approach"
61,057M4DZ,"Dilation of Right Internal Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
61,057N3DZ,"Dilation of Left Internal Jugular Vein with Intraluminal Device, Percutaneous Approach"
61,057N4DZ,"Dilation of Left Internal Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
61,057P3DZ,"Dilation of Right External Jugular Vein with Intraluminal Device, Percutaneous Approach"
61,057P4DZ,"Dilation of Right External Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
61,057Q3DZ,"Dilation of Left External Jugular Vein with Intraluminal Device, Percutaneous Approach"
61,057Q4DZ,"Dilation of Left External Jugular Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
61,057R3DZ,"Dilation of Right Vertebral Vein with Intraluminal Device, Percutaneous Approach"
